rest_name,rest_url,wlyyy,rest_reviews,cuisine,pricing,safety,rest_lastrev,rest_prevtolast,rest_rating,rev_rest,author,rev_title,rev_text,rev_ratingdate,rev_visitdate,author_reviews,author_likes,rev_rating
403. Anahi,https://www.tripadvisor.com/Restaurant_Review-g187147-d695272-Reviews-Anahi-Paris_Ile_de_France.html,MICHELIN,113 reviews,"Steakhouse, Latin",$$$$,,“Good”,“Anahi :)”,4.0,Anahi,492Eili,"Amazing food, great interior, and great staff",Was recommended the guacamole as a starter. It did non disappoint. The ceviche was delicious too. Very friendly staff that was fluent in English. Will go again next time I'm in town.,"Reviewed March 11, 2020 ",Date of visit: March 2020,21 reviews,,
404. Les Petits Parisiens,https://www.tripadvisor.com/Restaurant_Review-g187147-d21289189-Reviews-Les_Petits_Parisiens-Paris_Ile_de_France.html,MICHELIN,17 reviews,French,$$ - $$$,Taking safety measures,“Top !”,“Un bon r'estaurant bistronomique”,4.5,Les Petits Parisiens,OLIVIER817,Un bon r'estaurant bistronomique,,Reviewed 3 days ago ,"Cuisine bistronome bien réalisée, tous les plats nous ont bien plus et ont étéservis en portions trèscorrectes. . Il manque...More",,,
405. Sagan,https://www.tripadvisor.com/Restaurant_Review-g187147-d12956383-Reviews-Sagan-Paris_Ile_de_France.html,MICHELIN,23 reviews,Open Now,$$$$,,“Excellent Japanese”,“Delicious and interesting”,4.5,Sagan,PaulSgrlfr,Delicious and interesting,"Creative, light and very tasty cuisine in a modern comfortable setting. Great service and refined wine list. While the wine can be pricey there are moderate gems. Overall excellent value and a great change of pace while in Paris!","Reviewed November 22, 2019 ",Date of visit: November 2019,6 reviews,1  ,
406. JOIA par Helene Darroze,https://www.tripadvisor.com/Restaurant_Review-g187147-d15065671-Reviews-JOIA_par_Helene_Darroze-Paris_Ile_de_France.html,MICHELIN,599 reviews,"French, European",$$$$,Taking safety measures,“A big name for an average restaurant”,"“Nice location, nice food”",3.5,JOIA par Helene Darroze,yvetteross,Big disappointment,"We were expecting a totally kind of service, for instance it took forever for the waitress to approach us and even offer us drinks, which we had to order 4 times because either she didnt understand us or she forgot what we ordered. Second, they had very few options of the menu available which left us with almost no choice and we had to order what was left. Service was slow and sloppy in general. Great ambiance, good drinks, cute place, food so-so nothing impressive or outstanding. Overall just overrated","Reviewed November 30, 2021 ",Date of visit: November 2021,,,
407. Disciples,https://www.tripadvisor.com/Restaurant_Review-g187147-d21321318-Reviews-Disciples-Paris_Ile_de_France.html,MICHELIN,14 reviews,French,$$$$,,“Jean Pierre Vigato  le retour...”,“Simply wonderful”,4.5,Disciples,Meagan B,Simply wonderful ,"The food! Oh my Lord! Wow! The food was incredible and cooked to perfection.

We asked for the chefs choices and we were not disappointed. We started with a Cep mushroom starter - lightly sautéed in garlic and parsley I believe but it was delightful and so flavourful.

For mains my partner had pigeon with a beetroot and berry coulis - he didn’t speak other than to say mmmmmm, ahhhhh, mmmm for nearly 20mins lol!

I had cod (sorry for descriptions but I don’t speak French so cant describe this as elegantly as I’d like to). This piece of cod was the best I’d ever had - perfectly cooked - slight crisp to the skin, beautifully moist flakes and an incredible ratatouille with cumin and curry spices.

We went the night of Macron’s announcement that confinement would begin again. They all gathered round the managers phone and listened as their new restaurant was forced to close again. They are such wonderful people and I hope the restaurant survives so we can visit again.","Reviewed October 30, 2020 ",Date of visit: October 2020,,,
408. Marsan,https://www.tripadvisor.com/Restaurant_Review-g187147-d17424937-Reviews-Marsan-Paris_Ile_de_France.html,MICHELIN,63 reviews,"French, Healthy",$$$$,,"“Amazing space, service and food”",“Do not respect confirmed reservations...”,4.0,Marsan,JurgenF725,Do not respect confirmed reservations - careful - bait and switch tactics,We booked the chef‘s table for six persons and guaranteed with a credit card. Received a confirmation of the booking which mentioned only restaurant booking. I followed up with an email to obtain a reconfirmation that it was for the chefs table. To receive a call and email with lame excuses why the chefs table was given to another party. Had I not followed up we would have arrived and had a regular table only. Very disappointing business practices,"Reviewed August 24, 2021 ",Date of visit: August 2021,,,
409. Le Cadoret,https://www.tripadvisor.com/Restaurant_Review-g187147-d13449247-Reviews-Le_Cadoret-Paris_Ile_de_France.html,MICHELIN,63 reviews,"French, Seafood",$$ - $$$,,“It's busy there for a good reason!”,"“A wonderful experience, not a tourist...”",4.0,Le Cadoret,Elise67_13,"A wonderful experience, not a tourist trap!","We learned about Le Cadoret from a magazine article, and we're so glad we did. It was a lovely experience to experience a charming French bistro, and avoid the large restaurants with loads of tourists. The menu changes daily, so it's written on a chalkboard. Our waitress was so kind and did a very good job explaining the menu to us. Each plate was presented beautifully and delicious. The lamb, whitefish, haddock, and clams were wonderful. The almond cake with apple was delightful. We really enjoyed all aspects of our meal.","Reviewed January 2, 2020 ",Date of visit: December 2019,,,
410. Le Saint Sebastien,https://www.tripadvisor.com/Restaurant_Review-g187147-d5895326-Reviews-Le_Saint_Sebastien-Paris_Ile_de_France.html,MICHELIN,25 reviews,Open Now,$$$$,,“Wonderful”,“Wonderful”,4.0,Le Saint Sébastien,HenryS1818,Wonderful,"Lovely room, super friendly staff, awesome food and delightful wine. The only dish we had which was anything less than excellent was the Quesadilla… everything else great, highly recommend!","Reviewed November 10, 2021 "," <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/5d/e4/ac/le-saint-sebastien.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""559801516"" /> >",1 review,,
411. Nolinski Le Restaurant,https://www.tripadvisor.com/Restaurant_Review-g187147-d20054399-Reviews-Nolinski_Le_Restaurant-Paris_Ile_de_France.html,MICHELIN,18 reviews,Open Now,Menu,,“Great service and spread for breakfast”,“Hotel dining par excellence”,4.5,Nolinski Le Restaurant,bengals4,Hotel dining par excellence,"Travel weary we went to the Le Restaurant for late lunch just before their 1430 closing.
Warmly accepted into a nearly empty ornate dining space there was no hesitation to provide the whole of the widely scoped menu. A nice roasted chicken with a rich pan reduction sauce and creamed potatoes amped with same reduction sauce(?) or similar along with a black truffle croque monsieur and a sea bass ceviche hit the table fast and all in good form regarding presentation. All of us who research restos on this and other sites and then dine at the chosen few well know; a pretty dish does not make a good or great dish. On this there was no discordance. Aromas, flavors, textures were all true, honest, pure, deep, and transparent. Really putting to shame a score of Michelin places we have dined in where quality products are so commonly confusingly juxtaposed and/or so manipulated they lose their primary characteristics. I know going to Paris the foodie wants to find the next Septime as we did many years ago but if you are in the neighborhood and want good direct honest complicated enough but not thankfully not overly so consider this restaurant. I hope this team can find a place in the hyper competitive Paris market as our time there strongly suggests they should.","Reviewed November 16, 2021 ",Date of visit: November 2021,,,
412. Restaurant Anne,https://www.tripadvisor.com/Restaurant_Review-g187147-d14101771-Reviews-Restaurant_Anne-Paris_Ile_de_France.html,MICHELIN,32 reviews,French,$$$$,,“High class price but low class service”,“What a pity”,4.0,Restaurant Anne,penseecritique,What a pity,"Nice place Plage des Vosges though they are many in the neibourhood. BUT, what a terrible experience. 65 euros, for a plate of fish, small portion, allegedly a turbot fish.. NO, please. At this price, first you should prepare the fish, and the meat (we also had meat this day), in front of the customer. At this price, a customer is waiting for a real service. No hidden cut in the kitchen ,,,, what happen there ? Miracle. The Turbot transform itself in another fish !! Yes, I even ask for a take away to have it analyse... so next.. 2 3 calls to the management, 2 3 emails to the management ... nothing... Le pavillon de la Reine ,,, Go there have a break and a cofee (may be I haven t tried the cofee yet !) .. but nothing else.","Reviewed October 6, 2019 ",,,,
413. Nodaiwa,https://www.tripadvisor.com/Restaurant_Review-g187147-d787948-Reviews-Nodaiwa-Paris_Ile_de_France.html,MICHELIN,9 reviews,"Japanese, Asian",$$ - $$$,Taking safety measures,“Découverte de l'anguille à la japonaise”,“Amazing discovery”,4.5,Nodaiwa,LuisLuxembourg,Amazing discovery,They are very friendly and for the begginers they explain you how to order the food as they only have one main dish and speciality and the difference lies on the sides that you will chose. A restaurant to discover :),"Reviewed December 10, 2021 ",Date of visit: December 2021,11 reviews,,
414. Cucina Mutualite,https://www.tripadvisor.com/Restaurant_Review-g187147-d15244612-Reviews-Cucina_Mutualite-Paris_Ile_de_France.html,MICHELIN,127 reviews,Italian,$$ - $$$,,"“delicious food, great interior”",“very hungry”,3.5,Cucina Mutualite,eleonoracO3749DF,Lovely Italian experience in Paris,"AMAZING experience! Best Italian food in Paris. 
The staff is very nice and the place is lovely. 
Congratulations to Chef Alberto Marcolongo for the menù.
If you are in Paris you MUST try this restaurant.","Reviewed October 6, 2021 "," <img src=""https://media-cdn.tripadvisor.com/media/photo-f/1f/36/2d/18/paccheri.jpg""  class=""centeredImg noscript"" style="" min-width:40px; "" width=""100%""data-mediaid=""523644184"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-f/1f/36/2d/52/tartare.jpg""  class=""centeredImg noscript"" style="" min-width:40px; "" width=""100%""data-mediaid=""523644242"" /> >",9 reviews,,
415. Le relais St. Germain,https://www.tripadvisor.com/Restaurant_Review-g187147-d17639064-Reviews-Le_relais_St_Germain-Paris_Ile_de_France.html,MICHELIN,10 reviews,$$ - $$$,,,“A Great Boutique Hotel”,"“Wonderful, relaxing lunch”",4.5,Le relais St. Germain,Roving50191579246,Never again,"I have had a good experience here in the past. I like the informal oyster bar. The ousters have always been good. But on my last visit it got busy and fell apart. The main host is professional and friendly. Beware the assistants. Part of my order never arrived, yet I was charged for it. A stream of people constantly tried to squeeze in to the small space, covid be damned, knocking in to everyone and everything. A sadly horrible experience.","Reviewed December 31, 2021 ",Date of visit: December 2021,,,
416. Brasserie Lutetia,https://www.tripadvisor.com/Restaurant_Review-g187147-d695223-Reviews-Brasserie_Lutetia-Paris_Ile_de_France.html,MICHELIN,276 reviews,Open Now,$$$$,Taking safety measures,“An unexpected deception !”,"“Good when simple, weak when elaborated”",3.0,Brasserie Lutetia,Laurent_M10,A must go !,"Amazing food, service and atmosphere !
This place is a nest of great foods and service ! A wealth of choices and a very well managed restaurant by Delphine ! Thank you !  It’s a real pleasure to be here.",Reviewed 3 days ago ," <img src=""https://media-cdn.tripadvisor.com/media/photo-l/22/04/72/3a/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""570716730"" /> >",99 reviews,,
417. Maison,https://www.tripadvisor.com/Restaurant_Review-g187147-d19071600-Reviews-Maison-Paris_Ile_de_France.html,MICHELIN,6 reviews,"French, European",$$$$,,“Un beau gastro métro Saint Maur”,“The NEW Must-Visit!”,5.0,Maison,moykl,The NEW Must-Visit!,"This trip, we hit a couple of new spots. Septime was nice, but I am not sure it was worth so desperately trying to get a reservations when you can do yourself a delightful favor by reserving at Maison. At the time of our visit the restaurant had only been open 4 months. The staff was welcoming and accommodating of our English-only limitation. Every dish was well-prepared, delicious, and a feast for the eyes. Lunch is a bargain and an enjoyable couple of hours for the multi-course fixed price menu. I would say that Mr. Atsumi will be a great success in his new venture! I hope that I can get a reservation in the future because I know Maison will only get more popular! Reserve today!!","Reviewed February 11, 2020 ",Date of visit: January 2020,,,
